,race_ethnicity,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,age_number
14777,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
14778,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,30.0
14779,Black,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,Yes,No,Male,40.0
14780,White,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male,40.0
14781,White,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,8JD,Yes,Yes,Male,30.0
14782,Black,C Felony,Violent,Assault,Parole Granted,,No,Yes,Male,30.0
14783,White,D Felony,Public Order,Traffic,Parole Granted,5JD,No,Yes,Male,50.0
14784,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Female,40.0
14785,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Female,40.0
14786,White,D Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Male,20.0
14787,Hispanic,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Female,20.0
14788,Hispanic,B Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,Yes,Male,20.0
14789,Hispanic,B Felony,Drug,Trafficking,Paroled to Detainer - INS,,No,Yes,Male,20.0
14790,Black,B Felony,Violent,Other Violent,Parole Granted,7JD,Yes,Yes,Male,50.0
14791,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,Yes,Female,20.0
14792,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,Yes,Female,20.0
14793,White,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,,No,Yes,Male,70.0
14794,White,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,30.0
14795,White,D Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,No,Yes,Male,70.0
14796,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Male,40.0
14797,White,D Felony,Drug,Other Drug,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
14798,Black,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,50.0
14799,Black,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,No,No,Male,50.0
14800,White,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No,Male,40.0
14801,White,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No,Male,40.0
14802,White,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No,Male,40.0
14803,White,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
14804,Black,C Felony,Property,Theft,Parole Granted,,No,Yes,Male,70.0
14805,Black,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,20.0
14806,White,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,No,Male,20.0
14807,White,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Female,20.0
14808,White,B Felony,Other,Other Criminal,Parole Granted,,No,Yes,Male,50.0
14809,Hispanic,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,,No,No,Male,50.0
14810,Black,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
14811,Black,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
14812,Black,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
14813,Black,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
14814,Black,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
14815,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,30.0
14816,Black,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,30.0
14817,Black,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
14818,Black,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,Yes,Yes,Male,30.0
14819,White,C Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,No,Male,30.0
14820,White,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Male,40.0
14821,Hispanic,C Felony,Violent,Sex,Paroled to Detainer - INS,,No,Yes,Male,30.0
14822,Hispanic,C Felony,Violent,Sex,Paroled to Detainer - INS,,No,Yes,Male,30.0
14823,White,D Felony,Public Order,Other Public Order,Parole Granted,5JD,No,Yes,Male,40.0
14824,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14825,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14826,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14827,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14828,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14829,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14830,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14831,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14832,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14833,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14834,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14835,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14836,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14837,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14838,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14839,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14840,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14841,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14842,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14843,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14844,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14845,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14846,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14847,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14848,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14849,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14850,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14851,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14852,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14853,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14854,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14855,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14856,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14857,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14858,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,20.0
14859,White,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male,30.0
14860,White,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male,30.0
14861,White,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male,30.0
14862,White,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male,30.0
14863,White,D Felony,Property,Theft,Parole Granted,7JD,No,Yes,Male,30.0
14864,White,D Felony,Property,Theft,Parole Granted,7JD,No,Yes,Male,30.0
14865,White,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,20.0
14866,Black,C Felony,Property,Burglary,Parole Granted,6JD,Yes,Yes,Male,30.0
14867,Hispanic,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,No,Yes,Male,70.0
14868,Black,D Felony,Public Order,Flight/Escape,Parole Granted,2JD,No,Yes,Male,40.0
14869,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,No,Yes,Male,30.0
14870,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,No,Yes,Male,30.0
14871,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,No,Yes,Male,30.0
14872,White,Felony - Enhanced,Other,Other Criminal,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,50.0
14873,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,30.0
14874,White,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,No,Yes,Male,30.0
14875,White,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,No,Yes,Male,30.0
14876,American Native,C Felony,Property,Theft,Parole Granted,3JD,Yes,Yes,Male,20.0
14877,White,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,Yes,Yes,Male,20.0
14878,White,Aggravated Misdemeanor,Property,Burglary,Parole Granted,2JD,No,Yes,Male,30.0
14879,White,Aggravated Misdemeanor,Property,Burglary,Parole Granted,2JD,No,Yes,Male,30.0
14880,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male,20.0
14881,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,No,Yes,Male,20.0
14882,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,40.0
14883,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,40.0
14884,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,40.0
14885,American Native,D Felony,Violent,Assault,Paroled to Detainer - U.S. Marshall,3JD,No,Yes,Male,30.0
14886,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
14887,White,D Felony,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male,30.0
14888,White,D Felony,Public Order,OWI,Parole Granted,3JD,No,Yes,Female,20.0
14889,White,D Felony,Public Order,OWI,Parole Granted,7JD,Yes,Yes,Male,40.0
14890,White,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,No,Male,50.0
14891,White,C Felony,Violent,Murder/Manslaughter,Parole Granted,,No,Yes,Male,30.0
14892,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Male,40.0
14893,White,D Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male,30.0
14894,White,D Felony,Public Order,Other Public Order,Parole Granted,6JD,No,Yes,Male,30.0
14895,White,D Felony,Public Order,Other Public Order,Parole Granted,6JD,No,Yes,Male,30.0
14896,Black,C Felony,Violent,Robbery,Parole Granted,1JD,No,Yes,Male,30.0
14897,Black,C Felony,Violent,Robbery,Parole Granted,1JD,No,Yes,Male,30.0
14898,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,Yes,No,Male,40.0
14899,White,C Felony,Violent,Robbery,Parole Granted,7JD,No,Yes,Male,30.0
14900,Hispanic,D Felony,Violent,Sex,Paroled to Detainer - INS,,No,Yes,Female,30.0
14901,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
14902,Black,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
14903,White,D Felony,Property,Arson,Parole Granted,1JD,No,Yes,Male,40.0
14904,Black,D Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Male,20.0
14905,White,D Felony,Property,Burglary,Parole Granted,8JD,Yes,Yes,Male,30.0
14906,White,D Felony,Public Order,Other Public Order,Paroled w/Immediate Discharge,6JD,No,Yes,Male,30.0
14907,White,D Felony,Property,Theft,Parole Granted,2JD,Yes,Yes,Male,30.0
14908,White,Aggravated Misdemeanor,Violent,Sex,Parole Granted,1JD,No,Yes,Male,70.0
14909,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,70.0
14910,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,70.0
14911,Hispanic,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,20.0
14912,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,20.0
14913,White,C Felony,Other,Other Violent,Parole Granted,5JD,No,Yes,Male,30.0
14914,White,D Felony,Public Order,OWI,Parole Granted,1JD,No,Yes,Female,40.0
14915,White,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,No,Female,50.0
14916,White,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,Yes,Male,30.0
14917,White,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Male,50.0
14918,White,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,Yes,Yes,Male,50.0
14919,White,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,5JD,Yes,Yes,Female,20.0
14920,White,C Felony,Violent,Assault,Parole Granted,3JD,No,Yes,Female,30.0
14921,White,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,,No,Yes,Female,30.0
14922,White,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,,No,Yes,Female,30.0
14923,White,D Felony,Property,Forgery/Fraud,Paroled w/Immediate Discharge,,No,Yes,Female,30.0
14924,White,B Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Female,70.0
14925,White,D Felony,Drug,Trafficking,Parole Granted,6JD,No,Yes,Male,50.0
14926,White,D Felony,Drug,Trafficking,Parole Granted,6JD,No,Yes,Male,50.0
14927,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Male,30.0
14928,Black,D Felony,Public Order,OWI,Parole Granted,1JD,Yes,Yes,Male,40.0
14929,White,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Female,40.0
14930,White,D Felony,Property,Burglary,Parole Granted,3JD,Yes,Yes,Male,40.0
14931,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,Yes,Male,50.0
14932,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
14933,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
14934,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
14935,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
14936,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
14937,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
14938,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,50.0
14939,Black,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,2JD,No,Yes,Male,50.0
14940,White,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,20.0
14941,White,C Felony,Property,Vandalism,Parole Granted,5JD,No,Yes,Male,30.0
14942,Black,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Male,30.0
14943,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,30.0
14944,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,30.0
14945,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,30.0
14946,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,30.0
14947,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,30.0
14948,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,30.0
14949,White,D Felony,Public Order,OWI,Parole Granted,,No,Yes,Female,50.0
14950,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,6JD,No,Yes,Male,50.0
14951,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,6JD,No,Yes,Male,50.0
14952,White,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Yes,Male,30.0
14953,White,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Yes,Male,30.0
14954,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
14955,White,D Felony,Violent,Other Violent,Parole Granted,,No,Yes,Female,30.0
14956,Asian or Pacific Islander,D Felony,Property,Burglary,Paroled to Detainer - INS,,No,Yes,Male,40.0
14957,Black,Aggravated Misdemeanor,Public Order,Traffic,Paroled w/Immediate Discharge,5JD,No,Yes,Male,40.0
14958,White,C Felony,Violent,Murder/Manslaughter,Parole Granted,6JD,No,Yes,Male,50.0
14959,White,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,Yes,Female,30.0
14960,White,D Felony,Property,Forgery/Fraud,Parole Granted,2JD,No,Yes,Female,30.0
14961,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Male,40.0
14962,Black,Sex Offender,Violent,Sex,Parole Granted,2JD,Yes,Yes,Male,50.0
14963,White,B Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Male,40.0
14964,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,50.0
14965,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,50.0
14966,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,50.0
14967,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,50.0
14968,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,50.0
14969,White,D Felony,Public Order,OWI,Parole Granted,6JD,No,Yes,Male,70.0
14970,White,D Felony,Public Order,OWI,Parole Granted,6JD,No,Yes,Male,70.0
14971,White,D Felony,Public Order,OWI,Parole Granted,6JD,No,Yes,Male,70.0
14972,White,D Felony,Public Order,OWI,Parole Granted,6JD,No,Yes,Male,70.0
14973,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Male,50.0
14974,White,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
14975,White,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
14976,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,Yes,Yes,Male,40.0
14977,White,C Felony,Violent,Kidnap,Parole Granted,,No,Yes,Female,40.0
14978,White,D Felony,Drug,Drug Possession,Parole Granted,3JD,Yes,Yes,Male,50.0
14979,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male,20.0
14980,White,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,No,Male,20.0
14981,Black,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,No,Yes,Female,50.0
14982,White,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,Yes,Female,30.0
14983,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
14984,Black,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,20.0
14985,Asian or Pacific Islander,C Felony,Violent,Assault,Paroled to Detainer - INS,5JD,No,Yes,Male,40.0
14986,Asian or Pacific Islander,C Felony,Violent,Assault,Paroled to Detainer - INS,5JD,No,Yes,Male,40.0
14987,White,D Felony,Public Order,Prostitution/Pimping,Parole Granted,1JD,Yes,Yes,Female,30.0
14988,Black,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,Yes,No,Male,40.0
14989,White,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Yes,Male,40.0
14990,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male,40.0
14991,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,30.0
14992,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,30.0
14993,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,30.0
14994,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,30.0
14995,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,30.0
14996,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Male,30.0
14997,White,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Female,40.0
14998,White,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Female,40.0
14999,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15000,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15001,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15002,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15003,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15004,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15005,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15006,White,C Felony,Property,Burglary,Released to Special Sentence,2JD,Yes,Yes,Male,40.0
15007,Black,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
15008,Black,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
15009,Black,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,20.0
15010,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,30.0
15011,White,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,No,Yes,Male,30.0
15012,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,,No,Yes,Male,70.0
15013,White,D Felony,Property,Burglary,Parole Granted,3JD,No,Yes,Male,20.0
15014,White,D Felony,Property,Burglary,Parole Granted,3JD,No,Yes,Male,20.0
15015,White,D Felony,Property,Burglary,Parole Granted,3JD,No,Yes,Male,20.0
15016,Black,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15017,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15018,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15019,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15020,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15021,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15022,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15023,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15024,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15025,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15026,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15027,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15028,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15029,White,D Felony,Property,Forgery/Fraud,Parole Granted,1JD,Yes,Yes,Male,50.0
15030,American Native,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,20.0
15031,White,Aggravated Misdemeanor,Property,Theft,Released to Special Sentence,2JD,No,Yes,Male,20.0
15032,White,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male,30.0
15033,White,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male,30.0
15034,White,C Felony,Drug,Trafficking,Parole Granted,,No,Yes,Female,30.0
15035,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,Yes,Male,70.0
15036,White,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15037,White,B Felony,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Male,50.0
15038,White,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,5JD,No,Yes,Male,70.0
15039,White,D Felony,Property,Theft,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15040,Black,B Felony,Violent,Other Violent,Paroled to Detainer - Iowa,7JD,No,Yes,Male,40.0
15041,White,B Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Female,50.0
15042,American Native,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,Yes,No,Male,50.0
15043,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Male,50.0
15044,Hispanic,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,30.0
15045,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female,40.0
15046,White,D Felony,Drug,Drug Possession,Parole Granted,7JD,No,Yes,Female,40.0
15047,Black,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,1JD,Yes,Yes,Male,40.0
15048,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15049,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15050,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15051,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15052,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15053,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15054,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15055,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,30.0
15056,White,Aggravated Misdemeanor,Property,Burglary,Paroled w/Immediate Discharge,5JD,No,Yes,Male,20.0
15057,White,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,6JD,Yes,Yes,Male,30.0
15058,Black,C Felony,Drug,Trafficking,Parole Granted,6JD,No,Yes,Male,40.0
15059,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Male,50.0
15060,American Native,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
15061,White,C Felony,Property,Theft,Parole Granted,7JD,No,Yes,Female,50.0
15062,White,D Felony,Drug,Drug Possession,Parole Granted,2JD,No,Yes,Male,50.0
15063,Black,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,No,Male,40.0
15064,White,D Felony,Property,Theft,Parole Granted,4JD,No,Yes,Male,40.0
15065,White,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,Yes,Male,40.0
15066,White,D Felony,Property,Forgery/Fraud,Parole Granted,6JD,Yes,Yes,Female,30.0
15067,White,D Felony,Property,Burglary,Parole Granted,2JD,No,Yes,Female,40.0
15068,White,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,20.0
15069,Black,C Felony,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male,20.0
15070,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,2JD,Yes,Yes,Male,50.0
15071,White,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,No,Male,40.0
