,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
10915,2012,2015,Black - Non-Hispanic,35-44,B Felony,Violent,Murder/Manslaughter,Parole,ISC,No,Yes,Male
10916,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Female
10917,2012,2015,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,1JD,Yes,Yes,Male
10918,2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,1JD,Yes,Yes,Male
10919,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
10920,2012,2015,Black - Non-Hispanic,35-44,D Felony,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
10921,2012,2015,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,7JD,Yes,Yes,Female
10922,2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,Sex,Discharged – End of Sentence,,Yes,No,Male
10923,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
10924,2012,2015,Black - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,2JD,No,No,Male
10925,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
10926,2012,2015,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,ISC,No,Yes,Male
10927,2012,2015,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,No,Yes,Female
10928,2012,2015,Black - Non-Hispanic,45-54,B Felony,Other,Other Criminal,Parole,8JD,No,Yes,Male
10929,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Yes,Female
10930,2012,2015,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
10931,2012,2015,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Special Sentence,2JD,No,Yes,Male
10932,2012,2015,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male
10933,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,Yes,Female
10934,2012,2015,White - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Female
10935,2012,2015,White - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Female
10936,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,6JD,No,Yes,Male
10937,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,1JD,Yes,Yes,Male
10938,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,2JD,Yes,Yes,Male
10939,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,1JD,No,Yes,Female
10940,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,Sex Offender Registry/Residency,Parole,5JD,Yes,Yes,Male
10941,2012,2015,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,1JD,No,Yes,Male
10942,2012,2015,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,1JD,No,Yes,Male
10943,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,7JD,No,Yes,Male
10944,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,7JD,No,Yes,Male
10945,2012,2015,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male
10946,2012,2015,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male
10947,2012,2015,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
10948,2012,2015,White - Non-Hispanic,45-54,C Felony,Violent,Sex,Parole,ISC,No,Yes,Male
10949,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
10950,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
10951,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
10952,2012,2015,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
10953,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,3JD,No,Yes,Male
10954,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,3JD,No,Yes,Male
10955,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,3JD,No,Yes,Male
10956,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,3JD,No,Yes,Male
10957,2012,2015,,35-44,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
10958,2012,2015,Asian or Pacific Islander - Non-Hispanic,45-54,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,5JD,Yes,Yes,Male
10959,2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Female
10960,2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Female
10961,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,6JD,Yes,Yes,Male
10962,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Vandalism,Parole,5JD,No,Yes,Male
10963,2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,5JD,Yes,Yes,Male
10964,2012,2015,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,7JD,Yes,Yes,Male
10965,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male
10966,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male
10967,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,6JD,Yes,Yes,Male
10968,2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
10969,2012,2015,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
10970,2012,2015,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Female
10971,2012,2015,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Female
10972,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
10973,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
10974,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,No,Male
10975,2012,2015,White - Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
10976,2012,2015,White - Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
10977,2012,2015,White - Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
10978,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,No,Yes,Male
10979,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
10980,2012,2015,Black - Non-Hispanic,25-34,D Felony,Property,Vandalism,Parole,1JD,No,Yes,Male
10981,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
10982,2012,2015,White - Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
10983,2012,2015,White - Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
10984,2012,2015,White - Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
10985,2012,2015,White - Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
10986,2012,2015,White - Hispanic,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
10987,2012,2015,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Violent,Robbery,Parole,3JD,No,Yes,Male
10988,2012,2015,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,No,Yes,Female
10989,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
10990,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,2JD,No,Yes,Male
10991,2012,2015,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,No,Yes,Male
10992,2012,2015,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,No,Yes,Male
10993,2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male
10994,2012,2015,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
10995,2012,2015,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
10996,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
10997,2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Parole,7JD,No,Yes,Male
10998,2012,2015,Black - Hispanic,25-34,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
10999,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,4JD,No,Yes,Female
11000,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Female
11001,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Female
11002,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Female
11003,2012,2015,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
11004,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
11005,2012,2015,White - Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,2JD,Yes,Yes,Male
11006,2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,No,Male
11007,2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,No,Male
11008,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male
11009,2012,2015,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,Yes,Male
11010,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
11011,2012,2015,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,3JD,No,Yes,Female
11012,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Parole,8JD,No,No,Male
11013,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
11014,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
11015,2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Parole,2JD,No,Yes,Female
11016,2012,2015,Black - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
11017,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,No,Male
11018,2012,2015,Asian or Pacific Islander - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male
11019,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,3JD,No,Yes,Male
11020,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,No,Yes,Male
11021,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,No,Yes,Male
11022,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,No,Yes,Male
11023,2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
11024,2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,Yes,Yes,Male
11025,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
11026,2012,2015,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,No,Male
11027,2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
11028,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
11029,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,No,Male
11030,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
11031,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Property,Theft,Parole,8JD,No,Yes,Male
11032,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Other Drug,Parole,ISC,No,No,Male
11033,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
11034,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
11035,2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
11036,2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Female
11037,2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Murder/Manslaughter,Parole,ISC,No,Yes,Male
11038,2012,2015,American Indian or Alaska Native - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,3JD,No,Yes,Female
11039,2012,2015,White - Hispanic,25-34,D Felony,Drug,Other Drug,Parole,8JD,No,Yes,Male
11040,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
11041,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
11042,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Special Sentence,7JD,Yes,Yes,Male
11043,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
11044,2012,2015,White - Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,ISC,No,No,Male
11045,2012,2015,White - Hispanic,25-34,D Felony,Property,Burglary,Parole,ISC,No,No,Male
11046,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
11047,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,No,Female
11048,2012,2015,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole,7JD,No,No,Female
11049,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,No,Male
11050,2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,8JD,No,Yes,Male
11051,2012,2015,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Special Sentence,3JD,Yes,Yes,Male
11052,2012,2015,Black - Non-Hispanic,Under 25,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
11053,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,1JD,Yes,No,Male
11054,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Parole,5JD,Yes,Yes,Male
11055,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,No,No,Male
11056,2012,2015,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
11057,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male
11058,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
11059,2012,2015,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,ISC,No,No,Male
11060,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
11061,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
11062,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
11063,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
11064,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
11065,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
11066,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
11067,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,5JD,Yes,Yes,Female
11068,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
11069,2012,2015,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,Parole,8JD,Yes,Yes,Female
11070,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
11071,2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
11072,2012,2015,White - Non-Hispanic,25-34,C Felony,Other,Other Violent,Discharged – End of Sentence,,No,No,Female
11073,2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,ISC,Yes,Yes,Male
11074,2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,6JD,No,Yes,Female
11075,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
11076,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
11077,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
11078,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
11079,2012,2015,White - Non-Hispanic,55 and Older,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
11080,2012,2015,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,ISC,Yes,Yes,Male
11081,2012,2015,White - Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
11082,2012,2015,White - Hispanic,55 and Older,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
11083,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,1JD,Yes,Yes,Male
11084,2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,Yes,Yes,Male
11085,2012,2015,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Yes,Female
11086,2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
11087,2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,Kidnap,Parole,4JD,Yes,Yes,Male
11088,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
11089,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
11090,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
11091,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
11092,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
11093,2012,2015,White - Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
11094,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,3JD,Yes,Yes,Male
11095,2012,2015,White - Hispanic,25-34,D Felony,Public Order,OWI,Parole,8JD,Yes,Yes,Male
11096,2012,2015,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
11097,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
11098,2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,No,No,Female
11099,2012,2015,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,2JD,No,Yes,Male
11100,2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
11101,2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
11102,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Vandalism,Parole,5JD,Yes,Yes,Male
11103,2012,2015,American Indian or Alaska Native - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,No,Female
11104,2012,2015,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
11105,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,6JD,No,Yes,Male
11106,2012,2015,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
11107,2012,2015,White - Non-Hispanic,35-44,Serious Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
11108,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
11109,2012,2015,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male
11110,2012,2015,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
11111,2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,No,Male
11112,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male
11113,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male
11114,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male
11115,2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male
11116,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
11117,2012,2015,White - Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,No,Male
11118,2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,7JD,Yes,Yes,Male
11119,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
11120,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
11121,2012,2015,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,7JD,No,Yes,Male
11122,2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,3JD,No,Yes,Male
11123,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
11124,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
11125,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
11126,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
11127,2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male
11128,2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
11129,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
11130,2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,6JD,No,Yes,Male
11131,2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,Special Sentence,2JD,Yes,Yes,Male
11132,2012,2015,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,Yes,Male
11133,2012,2015,Black - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,3JD,No,No,Male
11134,2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,3JD,No,Yes,Male
11135,2012,2015,White - Non-Hispanic,Under 25,C Felony,Violent,Other Violent,Parole,ISC,No,No,Male
11136,2012,2015,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,7JD,No,Yes,Male
11137,2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
11138,2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Sex Offender Registry/Residency,Parole,5JD,No,Yes,Male
11139,2012,2015,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,3JD,No,Yes,Male
11140,2012,2015,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,6JD,Yes,Yes,Male
11141,2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,No,Male
11142,2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,3JD,Yes,Yes,Male
11143,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,3JD,No,Yes,Male
11144,2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,3JD,No,Yes,Male
11145,2012,2015,White - Hispanic,35-44,C Felony,Drug,Trafficking,Parole,3JD,No,Yes,Male
11146,2012,2015,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Public Order,Flight/Escape,Parole,5JD,No,Yes,Male
11147,2012,2015,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
11148,2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,5JD,Yes,Yes,Male
